alarm_time,incident_type,description,response_time
2010-11-02 18:22:00 UTC,111,Building fire,11.0
2010-11-01 11:00:45 UTC,321,EMS call  excluding vehicle accident with injury,5.12
2010-10-31 22:40:16 UTC,700,False alarm or false call  Other,6.18
2010-10-31 01:26:00 UTC,311,Medical assist  assist EMS crew,5.0
2010-10-30 22:41:00 UTC,311,Medical assist  assist EMS crew,10.0
2010-10-30 18:06:00 UTC,311,Medical assist  assist EMS crew,8.0
2010-10-29 14:55:33 UTC,324,Motor Vehicle Accident with no injuries,3.93
2010-10-29 04:25:42 UTC,311,Medical assist  assist EMS crew,7.37
2010-10-28 18:33:00 UTC,743,Smoke detector activation  no fire - unintentional,7.0
2010-10-26 12:14:00 UTC,550,Public service assistance  Other,2.0
2010-10-26 11:16:54 UTC,311,Medical assist  assist EMS crew,9.52
2010-10-24 20:58:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-10-23 06:46:14 UTC,143,Grass fire,1.87
2010-10-22 13:55:42 UTC,700,False alarm or false call  Other,8.47
2010-10-22 09:48:08 UTC,311,Medical assist  assist EMS crew,3.3
2010-10-22 06:15:09 UTC,131,Passenger vehicle fire,9.92
2010-10-21 12:08:00 UTC,300,Rescue  EMS incident  other,2.0
2010-10-21 02:49:46 UTC,311,Medical assist  assist EMS crew,8.42
2010-10-20 10:17:38 UTC,311,Medical assist  assist EMS crew,7.27
2010-10-19 08:16:44 UTC,321,EMS call  excluding vehicle accident with injury,7.03
2010-10-18 14:51:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-10-16 22:06:00 UTC,911,Citizen complaint,0.4
2010-10-16 21:35:15 UTC,911,Citizen complaint,0.4
2010-10-16 14:47:34 UTC,142,Brush or brush-and-grass mixture fire,6.33
2010-10-16 12:36:41 UTC,311,Medical assist  assist EMS crew,2.52
2010-10-16 12:34:48 UTC,631,Authorized controlled burning,0.4
2010-10-16 06:24:29 UTC,324,Motor Vehicle Accident with no injuries,3.57
2010-10-15 22:56:00 UTC,622,No Incident found on arrival at dispatch address,5.0
2010-10-15 16:37:00 UTC,143,Grass fire,3.0
2010-10-15 15:14:00 UTC,141,Forest  woods or wildland fire,7.0
2010-10-13 21:10:18 UTC,311,Medical assist  assist EMS crew,7.88
2010-10-13 17:45:00 UTC,631,Authorized controlled burning,0.4
2010-10-12 17:12:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2010-10-12 04:45:39 UTC,321,EMS call  excluding vehicle accident with injury,7.93
2010-10-11 14:09:34 UTC,321,EMS call  excluding vehicle accident with injury,4.28
2010-10-08 19:31:04 UTC,311,Medical assist  assist EMS crew,5.27
2010-10-08 16:25:17 UTC,311,Medical assist  assist EMS crew,3.95
2010-10-07 08:30:00 UTC,900,Special type of incident  Other,0.4
2010-10-06 15:00:00 UTC,311,Medical assist  assist EMS crew,4.0
2010-10-05 15:31:32 UTC,171,Cultivated grain or crop fire,15.63
2010-10-05 07:45:10 UTC,311,Medical assist  assist EMS crew,12.17
2010-10-04 19:46:52 UTC,140,Natural vegetation fire  Other,2.32
2010-10-04 17:54:43 UTC,745,Alarm system activation  no fire - unintentional,4.42
2010-10-04 00:37:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2010-10-02 05:18:33 UTC,311,Medical assist  assist EMS crew,4.93
2010-10-02 03:17:09 UTC,321,EMS call  excluding vehicle accident with injury,9.5
2010-10-02 00:42:10 UTC,311,Medical assist  assist EMS crew,5.07
2010-10-01 20:26:08 UTC,324,Motor Vehicle Accident with no injuries,0.4
2010-10-01 16:28:36 UTC,111,Building fire,4.55
2010-09-30 18:14:00 UTC,324,Motor Vehicle Accident with no injuries,4.0
2010-09-30 15:22:00 UTC,311,Medical assist  assist EMS crew,10.0
2010-09-30 12:40:00 UTC,324,Motor Vehicle Accident with no injuries,11.0
2010-09-29 20:49:06 UTC,321,EMS call  excluding vehicle accident with injury,8.53
2010-09-28 16:17:16 UTC,900,Special type of incident  Other,14.47
2010-09-27 17:15:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-09-27 17:04:00 UTC,151,Outside rubbish  trash or waste fire,5.0
2010-09-27 15:52:00 UTC,311,Medical assist  assist EMS crew,11.0
2010-09-27 13:35:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-09-25 20:24:31 UTC,150,Outside rubbish fire  Other,5.5
2010-09-24 22:31:00 UTC,151,Outside rubbish  trash or waste fire,9.0
2010-09-24 15:06:00 UTC,151,Outside rubbish  trash or waste fire,6.0
2010-09-24 14:02:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2010-09-24 07:09:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2010-09-24 05:15:19 UTC,554,Assist invalid,8.0
2010-09-23 14:13:32 UTC,322,Motor vehicle accident with injuries,4.38
2010-09-23 07:20:18 UTC,324,Motor Vehicle Accident with no injuries,8.58
2010-09-22 19:03:00 UTC,311,Medical assist  assist EMS crew,5.67
2010-09-21 22:14:00 UTC,311,Medical assist  assist EMS crew,6.0
2010-09-21 20:42:00 UTC,324,Motor Vehicle Accident with no injuries,3.0
2010-09-21 20:14:00 UTC,631,Authorized controlled burning,5.0
2010-09-21 15:07:00 UTC,322,Motor vehicle accident with injuries,6.0
2010-09-21 09:33:00 UTC,631,Authorized controlled burning,0.4
2010-09-20 22:32:37 UTC,311,Medical assist  assist EMS crew,8.68
2010-09-20 17:09:15 UTC,321,EMS call  excluding vehicle accident with injury,4.13
2010-09-20 07:43:56 UTC,322,Motor vehicle accident with injuries,5.92
2010-09-18 22:15:54 UTC,311,Medical assist  assist EMS crew,5.8
2010-09-17 21:00:03 UTC,311,Medical assist  assist EMS crew,6.62
2010-09-17 13:41:04 UTC,321,EMS call  excluding vehicle accident with injury,4.72
2010-09-17 00:52:23 UTC,700,False alarm or false call  Other,3.6
2010-09-16 22:28:56 UTC,736,CO detector activation due to malfunction,2.58
2010-09-14 05:55:05 UTC,321,EMS call  excluding vehicle accident with injury,13.07
2010-09-13 16:01:33 UTC,413,Oil or other combustible liquid spill,1.92
2010-09-13 06:55:59 UTC,324,Motor Vehicle Accident with no injuries,7.23
2010-09-11 10:36:37 UTC,311,Medical assist  assist EMS crew,3.45
2010-09-10 17:10:51 UTC,311,Medical assist  assist EMS crew,4.43
2010-09-10 08:44:50 UTC,900,Special type of incident  Other,0.17
2010-09-09 13:45:00 UTC,631,Authorized controlled burning,7.0
2010-09-09 07:34:00 UTC,311,Medical assist  assist EMS crew,7.0
2010-09-09 06:06:24 UTC,311,Medical assist  assist EMS crew,3.17
2010-09-08 19:27:01 UTC,321,EMS call  excluding vehicle accident with injury,2.9
2010-09-08 17:20:38 UTC,321,EMS call  excluding vehicle accident with injury,2.88
2010-09-08 14:02:12 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2010-09-08 11:05:59 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2010-09-08 05:31:50 UTC,311,Medical assist  assist EMS crew,10.47
2010-09-05 01:30:29 UTC,311,Medical assist  assist EMS crew,6.9
2010-09-04 21:39:08 UTC,321,EMS call  excluding vehicle accident with injury,6.93
2010-09-04 03:06:00 UTC,311,Medical assist  assist EMS crew,15.0
2010-09-02 15:08:53 UTC,113,Cooking fire  confined to container,5.33
2010-09-02 15:05:05 UTC,311,Medical assist  assist EMS crew,8.4
2010-09-02 11:04:00 UTC,300,Rescue  EMS incident  other,5.6
2010-09-01 15:22:00 UTC,131,Passenger vehicle fire,1.23
2010-08-29 21:52:49 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2010-08-29 01:33:00 UTC,311,Medical assist  assist EMS crew,11.0
2010-08-28 16:19:00 UTC,322,Motor vehicle accident with injuries,11.0
2010-08-28 14:31:00 UTC,311,Medical assist  assist EMS crew,6.0
2010-08-28 00:51:21 UTC,321,EMS call  excluding vehicle accident with injury,5.48
2010-08-27 23:11:35 UTC,311,Medical assist  assist EMS crew,9.27
2010-08-27 19:40:56 UTC,322,Motor vehicle accident with injuries,0.32
2010-08-27 02:18:16 UTC,324,Motor Vehicle Accident with no injuries,8.92
2010-08-26 17:07:38 UTC,311,Medical assist  assist EMS crew,5.9
2010-08-26 06:16:43 UTC,324,Motor Vehicle Accident with no injuries,1.43
2010-08-26 03:52:00 UTC,311,Medical assist  assist EMS crew,7.0
2010-08-25 22:53:00 UTC,311,Medical assist  assist EMS crew,7.0
2010-08-25 07:27:51 UTC,400,Hazardous condition  Other,4.57
2010-08-24 00:34:42 UTC,311,Medical assist  assist EMS crew,11.42
2010-08-23 21:35:38 UTC,311,Medical assist  assist EMS crew,5.7
2010-08-23 18:43:00 UTC,311,Medical assist  assist EMS crew,7.73
2010-08-23 16:04:56 UTC,322,Motor vehicle accident with injuries,1.07
2010-08-23 15:02:40 UTC,324,Motor Vehicle Accident with no injuries,3.73
2010-08-23 10:04:01 UTC,311,Medical assist  assist EMS crew,7.35
2010-08-22 15:55:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2010-08-21 22:51:17 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2010-08-21 18:52:34 UTC,324,Motor Vehicle Accident with no injuries,0.4
2010-08-20 20:10:48 UTC,311,Medical assist  assist EMS crew,3.42
2010-08-20 09:17:41 UTC,322,Motor vehicle accident with injuries,7.73
2010-08-19 16:08:00 UTC,311,Medical assist  assist EMS crew,6.0
2010-08-16 18:07:11 UTC,311,Medical assist  assist EMS crew,2.68
2010-08-16 10:53:29 UTC,311,Medical assist  assist EMS crew,7.07
2010-08-16 09:35:38 UTC,413,Oil or other combustible liquid spill,7.38
2010-08-15 22:51:57 UTC,131,Passenger vehicle fire,7.07
2010-08-15 16:35:16 UTC,321,EMS call  excluding vehicle accident with injury,3.33
2010-08-14 14:26:19 UTC,311,Medical assist  assist EMS crew,3.3
2010-08-13 00:07:17 UTC,321,EMS call  excluding vehicle accident with injury,7.08
2010-08-12 15:49:16 UTC,322,Motor vehicle accident with injuries,2.55
2010-08-11 13:25:41 UTC,111,Building fire,16.52
2010-08-11 12:41:02 UTC,322,Motor vehicle accident with injuries,5.25
2010-08-09 15:32:29 UTC,321,EMS call  excluding vehicle accident with injury,4.98
2010-08-08 20:56:43 UTC,311,Medical assist  assist EMS crew,8.18
2010-08-07 20:45:00 UTC,631,Authorized controlled burning,4.0
2010-08-07 12:40:00 UTC,111,Building fire,8.0
2010-08-05 20:12:52 UTC,311,Medical assist  assist EMS crew,6.97
2010-08-05 12:54:00 UTC,311,Medical assist  assist EMS crew,4.73
2010-08-04 22:12:05 UTC,100,Fire  Other,0.72
2010-08-03 23:03:56 UTC,324,Motor Vehicle Accident with no injuries,4.98
2010-08-03 13:27:35 UTC,321,EMS call  excluding vehicle accident with injury,3.27
2010-08-03 09:12:38 UTC,300,Rescue  EMS incident  other,7.25
2010-08-03 04:13:33 UTC,400,Hazardous condition  Other,13.7
2010-08-02 20:13:07 UTC,311,Medical assist  assist EMS crew,2.32
2010-07-31 15:01:03 UTC,400,Hazardous condition  Other,4.5
2010-07-31 12:54:27 UTC,400,Hazardous condition  Other,2.63
2010-07-30 03:09:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-07-29 07:44:00 UTC,311,Medical assist  assist EMS crew,9.0
2010-07-28 17:44:02 UTC,311,Medical assist  assist EMS crew,4.83
2010-07-28 15:50:44 UTC,140,Natural vegetation fire  Other,3.0
2010-07-27 22:55:45 UTC,510,Person in distress  Other,1.55
2010-07-27 18:40:06 UTC,324,Motor Vehicle Accident with no injuries,1.83
2010-07-27 05:19:00 UTC,311,Medical assist  assist EMS crew,6.0
2010-07-26 03:12:28 UTC,311,Medical assist  assist EMS crew,5.83
2010-07-25 00:31:40 UTC,324,Motor Vehicle Accident with no injuries,6.25
2010-07-24 16:14:02 UTC,311,Medical assist  assist EMS crew,7.93
2010-07-24 12:30:12 UTC,324,Motor Vehicle Accident with no injuries,3.95
2010-07-23 07:45:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-07-22 14:48:26 UTC,550,Public service assistance  Other,2.85
2010-07-22 08:37:55 UTC,311,Medical assist  assist EMS crew,6.88
2010-07-21 21:39:50 UTC,311,Medical assist  assist EMS crew,7.87
2010-07-20 21:27:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-07-19 23:27:19 UTC,311,Medical assist  assist EMS crew,6.22
2010-07-19 09:16:08 UTC,321,EMS call  excluding vehicle accident with injury,7.27
2010-07-19 03:14:50 UTC,311,Medical assist  assist EMS crew,6.32
2010-07-18 10:33:28 UTC,900,Special type of incident  Other,0.4
2010-07-17 10:26:00 UTC,311,Medical assist  assist EMS crew,7.0
2010-07-17 06:15:00 UTC,322,Motor vehicle accident with injuries,7.0
2010-07-16 20:04:01 UTC,311,Medical assist  assist EMS crew,9.25
2010-07-16 11:44:37 UTC,322,Motor vehicle accident with injuries,4.65
2010-07-15 11:14:50 UTC,741,Sprinkler activation  no fire - unintentional,3.95
2010-07-15 04:18:00 UTC,311,Medical assist  assist EMS crew,7.0
2010-07-14 09:42:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2010-07-13 17:39:03 UTC,321,EMS call  excluding vehicle accident with injury,6.82
2010-07-12 06:13:00 UTC,311,Medical assist  assist EMS crew,8.0
2010-07-10 22:39:56 UTC,743,Smoke detector activation  no fire - unintentional,8.4
2010-07-10 00:00:12 UTC,311,Medical assist  assist EMS crew,6.1
2010-07-09 20:01:58 UTC,321,EMS call  excluding vehicle accident with injury,11.63
2010-07-09 14:00:00 UTC,151,Outside rubbish  trash or waste fire,2.0
2010-07-07 09:30:12 UTC,553,Public service,0.4
2010-07-06 02:10:57 UTC,311,Medical assist  assist EMS crew,6.02
2010-07-05 22:10:00 UTC,743,Smoke detector activation  no fire - unintentional,12.0
2010-07-04 23:20:00 UTC,511,Lock-out,0.4
2010-07-04 22:37:10 UTC,321,EMS call  excluding vehicle accident with injury,7.5
2010-07-04 10:12:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2010-07-03 19:13:09 UTC,311,Medical assist  assist EMS crew,7.38
2010-07-03 11:08:38 UTC,311,Medical assist  assist EMS crew,9.25
2010-07-02 23:42:00 UTC,131,Passenger vehicle fire,11.0
2010-06-29 22:19:00 UTC,463,Vehicle accident  general cleanup,4.0
2010-06-28 06:30:20 UTC,444,Power line down,3.77
2010-06-27 09:00:00 UTC,550,Public service assistance  Other,0.4
2010-06-26 22:47:00 UTC,733,Smoke detector activation due to malfunction,4.0
2010-06-26 22:24:00 UTC,324,Motor Vehicle Accident with no injuries,4.0
2010-06-26 04:25:06 UTC,735,Alarm system sounded due to malfunction,7.88
2010-06-25 15:03:54 UTC,321,EMS call  excluding vehicle accident with injury,1.62
2010-06-25 12:01:46 UTC,511,Lock-out,0.4
2010-06-25 11:20:54 UTC,311,Medical assist  assist EMS crew,2.68
2010-06-25 10:23:04 UTC,321,EMS call  excluding vehicle accident with injury,3.55
2010-06-23 15:01:00 UTC,322,Motor vehicle accident with injuries,3.0
2010-06-23 08:19:00 UTC,140,Natural vegetation fire  Other,11.0
2010-06-23 06:35:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-06-21 17:58:28 UTC,743,Smoke detector activation  no fire - unintentional,4.7
2010-06-20 22:34:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2010-06-19 12:51:35 UTC,300,Rescue  EMS incident  other,7.88
2010-06-19 06:11:02 UTC,300,Rescue  EMS incident  other,11.6
2010-06-18 11:11:53 UTC,350,Extrication  rescue  Other,18.23
2010-06-18 07:52:00 UTC,322,Motor vehicle accident with injuries,0.5
2010-06-17 21:27:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2010-06-17 13:03:00 UTC,300,Rescue  EMS incident  other,3.0
2010-06-16 22:06:21 UTC,311,Medical assist  assist EMS crew,4.85
2010-06-15 02:19:00 UTC,311,Medical assist  assist EMS crew,9.0
2010-06-14 02:48:02 UTC,311,Medical assist  assist EMS crew,7.4
2010-06-14 01:36:13 UTC,551,Assist police or other governmental agency,8.05
2010-06-13 23:23:13 UTC,551,Assist police or other governmental agency,6.78
2010-06-13 03:50:00 UTC,324,Motor Vehicle Accident with no injuries,7.0
2010-06-12 21:23:09 UTC,700,False alarm or false call  Other,9.98
2010-06-12 20:31:46 UTC,745,Alarm system activation  no fire - unintentional,8.92
2010-06-12 10:29:19 UTC,300,Rescue  EMS incident  other,8.85
2010-06-12 03:58:00 UTC,311,Medical assist  assist EMS crew,9.0
2010-06-12 02:46:31 UTC,100,Fire  Other,8.12
2010-06-11 12:51:00 UTC,733,Smoke detector activation due to malfunction,7.0
2010-06-11 09:48:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2010-06-11 02:09:20 UTC,400,Hazardous condition  Other,3.43
2010-06-10 21:06:00 UTC,311,Medical assist  assist EMS crew,0.4
2010-06-10 18:47:27 UTC,132,Road freight or transport vehicle fire,4.73
2010-06-10 16:56:24 UTC,700,False alarm or false call  Other,4.95
2010-06-10 12:18:47 UTC,321,EMS call  excluding vehicle accident with injury,1.95
2010-06-10 11:44:35 UTC,733,Smoke detector activation due to malfunction,1.02
2010-06-10 09:18:00 UTC,300,Rescue  EMS incident  other,3.52
2010-06-09 17:46:28 UTC,321,EMS call  excluding vehicle accident with injury,7.55
2010-06-08 15:20:00 UTC,550,Public service assistance  Other,9.0
2010-06-07 20:11:46 UTC,321,EMS call  excluding vehicle accident with injury,12.23
2010-06-07 19:36:18 UTC,311,Medical assist  assist EMS crew,7.85
2010-06-07 17:44:03 UTC,322,Motor vehicle accident with injuries,8.42
2010-06-07 17:07:31 UTC,700,False alarm or false call  Other,5.05
2010-06-07 14:11:43 UTC,321,EMS call  excluding vehicle accident with injury,6.47
2010-06-07 05:13:32 UTC,111,Building fire,10.08
2010-06-06 18:39:31 UTC,311,Medical assist  assist EMS crew,7.32
2010-06-06 10:35:45 UTC,311,Medical assist  assist EMS crew,1.57
2010-06-05 10:59:00 UTC,561,Unauthorized burning,0.4
2010-06-05 10:04:00 UTC,561,Unauthorized burning,13.0
2010-06-04 19:23:32 UTC,322,Motor vehicle accident with injuries,1.98
2010-06-03 17:51:31 UTC,324,Motor Vehicle Accident with no injuries,3.87
2010-06-01 14:10:12 UTC,100,Fire  Other,11.68
2010-06-01 14:07:41 UTC,733,Smoke detector activation due to malfunction,5.42
2010-05-31 17:57:20 UTC,324,Motor Vehicle Accident with no injuries,2.85
2010-05-30 19:37:00 UTC,631,Authorized controlled burning,7.0
2010-05-30 17:48:00 UTC,311,Medical assist  assist EMS crew,12.0
2010-05-29 21:54:05 UTC,311,Medical assist  assist EMS crew,8.58
2010-05-29 15:38:42 UTC,321,EMS call  excluding vehicle accident with injury,7.57
2010-05-29 10:46:53 UTC,321,EMS call  excluding vehicle accident with injury,1.93
2010-05-29 04:41:26 UTC,321,EMS call  excluding vehicle accident with injury,6.55
2010-05-28 23:23:51 UTC,311,Medical assist  assist EMS crew,12.32
2010-05-28 18:02:18 UTC,322,Motor vehicle accident with injuries,0.18
2010-05-28 16:13:30 UTC,323,Motor vehicle/pedestrian accident (MV Ped),1.75
2010-05-28 10:20:32 UTC,311,Medical assist  assist EMS crew,7.08
2010-05-27 12:44:29 UTC,300,Rescue  EMS incident  other,5.52
2010-05-27 07:38:00 UTC,322,Motor vehicle accident with injuries,7.0
2010-05-26 20:49:17 UTC,400,Hazardous condition  Other,1.05
2010-05-26 18:44:59 UTC,321,EMS call  excluding vehicle accident with injury,3.15
2010-05-26 18:26:35 UTC,323,Motor vehicle/pedestrian accident (MV Ped),1.37
2010-05-26 12:22:16 UTC,300,Rescue  EMS incident  other,6.9
2010-05-26 01:48:37 UTC,381,Rescue or EMS standby,8.12
2010-05-25 11:27:00 UTC,311,Medical assist  assist EMS crew,8.0
2010-05-24 18:29:27 UTC,321,EMS call  excluding vehicle accident with injury,6.82
2010-05-23 19:19:54 UTC,322,Motor vehicle accident with injuries,3.93
2010-05-22 14:41:33 UTC,700,False alarm or false call  Other,5.48
2010-05-21 08:01:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2010-05-20 12:20:02 UTC,311,Medical assist  assist EMS crew,4.78
2010-05-19 08:10:29 UTC,311,Medical assist  assist EMS crew,8.05
2010-05-19 01:32:32 UTC,311,Medical assist  assist EMS crew,8.58
2010-05-18 19:05:34 UTC,311,Medical assist  assist EMS crew,2.43
2010-05-17 15:14:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-05-17 13:14:00 UTC,321,EMS call  excluding vehicle accident with injury,14.0
2010-05-17 10:34:00 UTC,553,Public service,6.0
2010-05-16 21:42:46 UTC,443,Breakdown of light ballast,12.4
2010-05-15 17:37:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-05-13 13:42:50 UTC,311,Medical assist  assist EMS crew,1.37
2010-05-13 10:44:36 UTC,322,Motor vehicle accident with injuries,4.7
2010-05-13 07:21:58 UTC,550,Public service assistance  Other,13.63
2010-05-12 04:46:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
